AREA,AREA_TITLE,AREA_TYPE,PRIM_STATE,NAICS,NAICS_TITLE,OWN_CODE,OCC_CODE,OCC_TITLE,TOT_EMP,JOBS_1000,LOC_QUOTIENT,H_MEAN,A_MEAN,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90
99,U.S.,1,US,000000,Cross-industry,1235,13-1161,Market Research Analysts and Marketing Specialists,861140.0,,,41.58,86480.0,20.23,27.03,37.0,50.42,69.52,42070.0,56220.0,76950.0,104870.0,144610.0
99,U.S.,1,US,000000,Cross-industry,1235,15-1242,Database Administrators,73180.0,,,51.65,107440.0,27.32,36.59,50.3,63.87,77.35,56820.0,76100.0,104620.0,132850.0,160890.0
99,U.S.,1,US,000000,Cross-industry,1235,15-1243,Database Architects,64770.0,,,68.57,142620.0,39.24,51.88,65.37,81.48,100.96,81630.0,107900.0,135980.0,169480.0,209990.0
99,U.S.,1,US,000000,Cross-industry,1235,15-2031,Operations Research Analysts,107760.0,,,47.66,99120.0,25.92,32.17,43.89,59.67,76.58,53910.0,66910.0,91290.0,124120.0,159280.0
99,U.S.,1,US,000000,Cross-industry,1235,15-2051,Data Scientists,233440.0,,,59.9,124590.0,30.6,39.73,54.13,74.91,93.47,63650.0,82630.0,112590.0,155810.0,194410.0
99,U.S.,1,US,000001,"Cross-industry, Private Ownership only",5,13-1161,Market Research Analysts and Marketing Specialists,843970.0,,,41.71,86770.0,20.22,27.1,37.08,50.58,70.05,42050.0,56360.0,77120.0,105210.0,145690.0
99,U.S.,1,US,000001,"Cross-industry, Private Ownership only",5,15-1242,Database Administrators,62300.0,,,52.53,109260.0,27.06,36.91,51.76,65.17,78.2,56290.0,76780.0,107660.0,135550.0,162660.0
99,U.S.,1,US,000001,"Cross-industry, Private Ownership only",5,15-1243,Database Architects,62670.0,,,69.11,143750.0,39.65,52.7,65.81,81.88,101.3,82480.0,109610.0,136880.0,170310.0,210700.0
99,U.S.,1,US,000001,"Cross-industry, Private Ownership only",5,15-2031,Operations Research Analysts,89270.0,,,48.01,99860.0,26.85,32.95,44.87,59.69,76.46,55850.0,68530.0,93340.0,124140.0,159030.0
99,U.S.,1,US,000001,"Cross-industry, Private Ownership only",5,15-2051,Data Scientists,223320.0,,,60.58,126010.0,30.83,40.21,55.9,75.93,95.15,64130.0,83640.0,116280.0,157930.0,197910.0
99,U.S.,1,US,11,"Agriculture, Forestry, Fishing and Hunting",5,13-1161,Market Research Analysts and Marketing Specialists,180.0,,,37.71,78440.0,20.0,24.73,34.61,50.21,61.41,41600.0,51440.0,71990.0,104450.0,127720.0
99,U.S.,1,US,115000,Support Activities for Agriculture and Forestry,5,13-1161,Market Research Analysts and Marketing Specialists,170.0,,,37.64,78280.0,20.02,24.73,34.09,49.92,61.41,41630.0,51440.0,70900.0,103840.0,127730.0
99,U.S.,1,US,115100,Support Activities for Crop Production,5,13-1161,Market Research Analysts and Marketing Specialists,120.0,,,38.86,80840.0,20.23,24.73,37.44,50.34,60.09,42090.0,51440.0,77880.0,104700.0,125000.0
99,U.S.,1,US,115200,Support Activities for Animal Production,5,13-1161,Market Research Analysts and Marketing Specialists,50.0,,,34.78,72340.0,16.97,23.14,30.01,48.87,65.35,35290.0,48130.0,62430.0,101660.0,135920.0
99,U.S.,1,US,21,"Mining, Quarrying, and Oil and Gas Extraction",5,13-1161,Market Research Analysts and Marketing Specialists,450.0,,,50.29,104610.0,23.95,33.31,46.98,64.52,76.85,49810.0,69290.0,97710.0,134200.0,159850.0
99,U.S.,1,US,21,"Mining, Quarrying, and Oil and Gas Extraction",5,15-1242,Database Administrators,180.0,,,44.7,92980.0,32.53,32.53,38.55,53.49,74.65,67660.0,67660.0,80180.0,111260.0,155280.0
99,U.S.,1,US,21,"Mining, Quarrying, and Oil and Gas Extraction",5,15-1243,Database Architects,60.0,,,63.05,131140.0,41.59,58.54,63.64,76.11,76.11,86500.0,121770.0,132360.0,158310.0,158310.0
99,U.S.,1,US,21,"Mining, Quarrying, and Oil and Gas Extraction",5,15-2031,Operations Research Analysts,450.0,,,48.71,101310.0,33.95,40.45,48.58,55.69,59.04,70620.0,84130.0,101050.0,115840.0,122810.0
99,U.S.,1,US,21,"Mining, Quarrying, and Oil and Gas Extraction",5,15-2051,Data Scientists,560.0,,,58.25,121150.0,23.76,44.18,59.44,75.49,82.34,49420.0,91900.0,123640.0,157020.0,171270.0
99,U.S.,1,US,211000,Oil and Gas Extraction,5,13-1161,Market Research Analysts and Marketing Specialists,250.0,,,53.59,111470.0,25.93,39.1,48.22,65.83,81.08,53940.0,81330.0,100300.0,136930.0,168640.0
99,U.S.,1,US,211000,Oil and Gas Extraction,5,15-1242,Database Administrators,30.0,,,63.6,132280.0,43.09,43.74,66.42,75.11,77.1,89620.0,90980.0,138160.0,156230.0,160360.0
99,U.S.,1,US,211000,Oil and Gas Extraction,5,15-1243,Database Architects,50.0,,,64.71,134600.0,45.4,58.94,63.64,76.11,76.11,94430.0,122600.0,132360.0,158310.0,158310.0
99,U.S.,1,US,211000,Oil and Gas Extraction,5,15-2031,Operations Research Analysts,310.0,,,46.91,97570.0,31.34,39.55,48.23,50.06,59.04,65200.0,82260.0,100320.0,104130.0,122810.0
99,U.S.,1,US,211000,Oil and Gas Extraction,5,15-2051,Data Scientists,370.0,,,61.94,128840.0,23.76,48.55,60.85,78.99,90.48,49420.0,100990.0,126570.0,164290.0,188190.0
99,U.S.,1,US,211100,Oil and Gas Extraction,5,13-1161,Market Research Analysts and Marketing Specialists,250.0,,,53.59,111470.0,25.93,39.1,48.22,65.83,81.08,53940.0,81330.0,100300.0,136930.0,168640.0
99,U.S.,1,US,211100,Oil and Gas Extraction,5,15-1242,Database Administrators,30.0,,,63.6,132280.0,43.09,43.74,66.42,75.11,77.1,89620.0,90980.0,138160.0,156230.0,160360.0
99,U.S.,1,US,211100,Oil and Gas Extraction,5,15-1243,Database Architects,50.0,,,64.71,134600.0,45.4,58.94,63.64,76.11,76.11,94430.0,122600.0,132360.0,158310.0,158310.0
99,U.S.,1,US,211100,Oil and Gas Extraction,5,15-2031,Operations Research Analysts,310.0,,,46.91,97570.0,31.34,39.55,48.23,50.06,59.04,65200.0,82260.0,100320.0,104130.0,122810.0
99,U.S.,1,US,211100,Oil and Gas Extraction,5,15-2051,Data Scientists,370.0,,,61.94,128840.0,23.76,48.55,60.85,78.99,90.48,49420.0,100990.0,126570.0,164290.0,188190.0
99,U.S.,1,US,212000,Mining (except Oil and Gas),5,13-1161,Market Research Analysts and Marketing Specialists,40.0,,,41.42,86160.0,24.0,31.83,35.25,57.69,59.1,49910.0,66210.0,73320.0,120000.0,122930.0
99,U.S.,1,US,212000,Mining (except Oil and Gas),5,15-2051,Data Scientists,90.0,,,54.41,113160.0,37.68,37.68,49.07,67.07,73.72,78370.0,78370.0,102070.0,139500.0,153330.0
99,U.S.,1,US,212200,Metal Ore Mining,5,15-2051,Data Scientists,60.0,,,47.99,99820.0,37.68,37.68,44.0,64.99,67.07,78370.0,78370.0,91530.0,135170.0,139500.0
99,U.S.,1,US,212300,Nonmetallic Mineral Mining and Quarrying,5,13-1161,Market Research Analysts and Marketing Specialists,40.0,,,41.37,86050.0,24.0,31.66,35.25,58.04,59.1,49910.0,65850.0,73320.0,120730.0,122930.0
99,U.S.,1,US,212300,Nonmetallic Mineral Mining and Quarrying,5,15-2051,Data Scientists,40.0,,,64.05,133220.0,44.38,64.5,67.66,72.07,78.29,92300.0,134150.0,140730.0,149900.0,162840.0
99,U.S.,1,US,213000,Support Activities for Mining,5,13-1161,Market Research Analysts and Marketing Specialists,160.0,,,47.21,98190.0,23.67,31.68,40.89,64.28,74.91,49240.0,65900.0,85060.0,133710.0,155810.0
99,U.S.,1,US,213000,Support Activities for Mining,5,15-2051,Data Scientists,90.0,,,47.12,98010.0,12.23,33.66,46.28,64.72,67.69,25450.0,70010.0,96260.0,134610.0,140800.0
99,U.S.,1,US,213100,Support Activities for Mining,5,13-1161,Market Research Analysts and Marketing Specialists,160.0,,,47.21,98190.0,23.67,31.68,40.89,64.28,74.91,49240.0,65900.0,85060.0,133710.0,155810.0
99,U.S.,1,US,213100,Support Activities for Mining,5,15-2051,Data Scientists,90.0,,,47.12,98010.0,12.23,33.66,46.28,64.72,67.69,25450.0,70010.0,96260.0,134610.0,140800.0
99,U.S.,1,US,22,Utilities,5,13-1161,Market Research Analysts and Marketing Specialists,2500.0,,,49.22,102380.0,27.57,34.08,46.83,63.11,76.94,57340.0,70890.0,97410.0,131260.0,160040.0
99,U.S.,1,US,22,Utilities,5,15-1242,Database Administrators,460.0,,,56.84,118230.0,40.78,47.17,59.86,63.63,72.57,84820.0,98120.0,124500.0,132360.0,150950.0
99,U.S.,1,US,22,Utilities,5,15-1243,Database Architects,320.0,,,70.21,146030.0,45.96,61.96,67.85,82.09,88.06,95590.0,128870.0,141130.0,170760.0,183170.0
99,U.S.,1,US,22,Utilities,5,15-2031,Operations Research Analysts,1130.0,,,50.04,104080.0,32.3,38.92,49.23,60.71,66.29,67190.0,80950.0,102390.0,126280.0,137880.0
99,U.S.,1,US,22,Utilities,5,15-2051,Data Scientists,1260.0,,,55.87,116210.0,34.84,41.0,50.91,62.46,79.81,72470.0,85290.0,105880.0,129930.0,166000.0
99,U.S.,1,US,221000,Utilities,5,13-1161,Market Research Analysts and Marketing Specialists,2500.0,,,49.22,102380.0,27.57,34.08,46.83,63.11,76.94,57340.0,70890.0,97410.0,131260.0,160040.0
99,U.S.,1,US,221000,Utilities,5,15-1242,Database Administrators,460.0,,,56.84,118230.0,40.78,47.17,59.86,63.63,72.57,84820.0,98120.0,124500.0,132360.0,150950.0
99,U.S.,1,US,221000,Utilities,5,15-1243,Database Architects,320.0,,,70.21,146030.0,45.96,61.96,67.85,82.09,88.06,95590.0,128870.0,141130.0,170760.0,183170.0
99,U.S.,1,US,221000,Utilities,5,15-2031,Operations Research Analysts,1130.0,,,50.04,104080.0,32.3,38.92,49.23,60.71,66.29,67190.0,80950.0,102390.0,126280.0,137880.0
99,U.S.,1,US,221000,Utilities,5,15-2051,Data Scientists,1260.0,,,55.87,116210.0,34.84,41.0,50.91,62.46,79.81,72470.0,85290.0,105880.0,129930.0,166000.0
99,U.S.,1,US,221100,"Electric Power Generation, Transmission and Distribution",5,13-1161,Market Research Analysts and Marketing Specialists,1910.0,,,48.8,101510.0,27.13,33.55,45.75,62.82,76.91,56430.0,69780.0,95170.0,130660.0,159980.0
99,U.S.,1,US,221100,"Electric Power Generation, Transmission and Distribution",5,15-1242,Database Administrators,320.0,,,55.04,114480.0,38.24,42.7,55.11,63.63,72.0,79550.0,88810.0,114640.0,132360.0,149760.0
99,U.S.,1,US,221100,"Electric Power Generation, Transmission and Distribution",5,15-1243,Database Architects,260.0,,,69.88,145350.0,45.79,61.66,66.64,82.1,88.43,95240.0,128250.0,138620.0,170760.0,183930.0
99,U.S.,1,US,221100,"Electric Power Generation, Transmission and Distribution",5,15-2031,Operations Research Analysts,610.0,,,50.42,104860.0,35.94,39.32,47.36,58.66,72.48,74760.0,81780.0,98500.0,122000.0,150750.0
99,U.S.,1,US,221100,"Electric Power Generation, Transmission and Distribution",5,15-2051,Data Scientists,880.0,,,55.76,115980.0,35.94,40.64,49.74,62.22,79.64,74760.0,84520.0,103460.0,129410.0,165650.0
99,U.S.,1,US,221112,Fossil Fuel Electric Power Generation,5,13-1161,Market Research Analysts and Marketing Specialists,200.0,,,61.96,128870.0,39.47,51.64,64.06,80.62,81.83,82100.0,107420.0,133230.0,167690.0,170200.0
99,U.S.,1,US,221112,Fossil Fuel Electric Power Generation,5,15-1243,Database Architects,80.0,,,76.24,158590.0,61.66,64.22,76.15,88.03,101.07,128250.0,133590.0,158380.0,183100.0,210220.0
99,U.S.,1,US,221112,Fossil Fuel Electric Power Generation,5,15-2031,Operations Research Analysts,190.0,,,50.99,106050.0,37.08,44.25,51.83,56.94,64.45,77130.0,92030.0,107810.0,118430.0,134060.0
99,U.S.,1,US,221112,Fossil Fuel Electric Power Generation,5,15-2051,Data Scientists,120.0,,,62.39,129770.0,39.64,48.49,63.85,79.76,79.82,82450.0,100850.0,132810.0,165900.0,166020.0
99,U.S.,1,US,221113,Nuclear Electric Power Generation,5,13-1161,Market Research Analysts and Marketing Specialists,60.0,,,67.61,140630.0,48.75,60.4,69.52,76.28,85.25,101410.0,125630.0,144610.0,158660.0,177330.0
99,U.S.,1,US,221113,Nuclear Electric Power Generation,5,15-2051,Data Scientists,50.0,,,62.07,129110.0,41.25,49.99,58.14,66.92,83.32,85800.0,103970.0,120940.0,139200.0,173300.0
99,U.S.,1,US,221114,Solar Electric Power Generation,5,13-1161,Market Research Analysts and Marketing Specialists,240.0,,,48.22,100310.0,21.8,27.13,35.37,61.6,91.82,45340.0,56420.0,73570.0,128130.0,190990.0
99,U.S.,1,US,221115,Wind Electric Power Generation,5,13-1161,Market Research Analysts and Marketing Specialists,40.0,,,53.84,111980.0,30.0,43.06,49.91,69.04,73.08,62390.0,89550.0,103820.0,143610.0,152000.0
99,U.S.,1,US,221118,Other Electric Power Generation,5,13-1161,Market Research Analysts and Marketing Specialists,120.0,,,40.39,84000.0,16.1,24.02,34.15,59.11,75.75,33480.0,49960.0,71030.0,122950.0,157550.0
99,U.S.,1,US,221200,Natural Gas Distribution,5,13-1161,Market Research Analysts and Marketing Specialists,550.0,,,51.55,107230.0,29.95,38.64,49.88,63.27,80.39,62290.0,80370.0,103740.0,131600.0,167210.0
99,U.S.,1,US,221200,Natural Gas Distribution,5,15-1242,Database Administrators,140.0,,,60.59,126020.0,49.41,58.04,60.02,62.52,72.57,102760.0,120720.0,124830.0,130040.0,150950.0
99,U.S.,1,US,221200,Natural Gas Distribution,5,15-1243,Database Architects,50.0,,,71.56,148850.0,54.26,64.29,71.65,81.14,87.76,112860.0,133710.0,149030.0,168760.0,182530.0
99,U.S.,1,US,221200,Natural Gas Distribution,5,15-2031,Operations Research Analysts,520.0,,,49.62,103200.0,29.77,35.6,51.29,63.23,64.1,61920.0,74040.0,106680.0,131530.0,133330.0
99,U.S.,1,US,221200,Natural Gas Distribution,5,15-2051,Data Scientists,370.0,,,56.36,117220.0,32.75,43.23,59.28,63.54,82.39,68120.0,89920.0,123310.0,132160.0,171380.0
99,U.S.,1,US,221300,"Water, Sewage and Other Systems",5,13-1161,Market Research Analysts and Marketing Specialists,40.0,,,36.39,75700.0,26.43,26.83,27.91,47.69,53.23,54970.0,55810.0,58040.0,99200.0,110710.0
99,U.S.,1,US,23,Construction,5,13-1161,Market Research Analysts and Marketing Specialists,16660.0,,,32.66,67930.0,17.71,22.44,29.95,38.65,50.14,36840.0,46670.0,62290.0,80380.0,104300.0
99,U.S.,1,US,23,Construction,5,15-1242,Database Administrators,300.0,,,42.19,87750.0,25.68,30.52,40.67,51.37,61.24,53410.0,63490.0,84590.0,106850.0,127380.0
99,U.S.,1,US,23,Construction,5,15-1243,Database Architects,210.0,,,53.93,112170.0,32.5,44.12,49.98,63.49,72.22,67610.0,91770.0,103960.0,132060.0,150220.0
99,U.S.,1,US,23,Construction,5,15-2031,Operations Research Analysts,350.0,,,40.62,84490.0,20.81,30.35,37.39,54.63,54.63,43280.0,63130.0,77760.0,113620.0,113620.0
99,U.S.,1,US,23,Construction,5,15-2051,Data Scientists,620.0,,,41.9,87160.0,23.36,28.57,39.14,51.25,63.3,48600.0,59420.0,81400.0,106590.0,131660.0
99,U.S.,1,US,236000,Construction of Buildings,5,13-1161,Market Research Analysts and Marketing Specialists,8720.0,,,34.17,71070.0,19.8,24.08,30.85,39.77,51.17,41180.0,50090.0,64170.0,82720.0,106440.0
99,U.S.,1,US,236000,Construction of Buildings,5,15-1242,Database Administrators,60.0,,,44.41,92370.0,22.86,35.21,41.14,54.34,68.38,47560.0,73240.0,85560.0,113030.0,142240.0
99,U.S.,1,US,236000,Construction of Buildings,5,15-1243,Database Architects,70.0,,,59.09,122910.0,37.09,48.43,56.16,68.49,83.93,77150.0,100730.0,116820.0,142460.0,174570.0
99,U.S.,1,US,236000,Construction of Buildings,5,15-2031,Operations Research Analysts,230.0,,,44.48,92520.0,30.35,31.76,47.21,54.63,54.63,63130.0,66050.0,98190.0,113620.0,113620.0
99,U.S.,1,US,236000,Construction of Buildings,5,15-2051,Data Scientists,210.0,,,47.4,98590.0,25.67,34.68,46.98,58.71,67.48,53390.0,72140.0,97710.0,122120.0,140360.0
99,U.S.,1,US,236100,Residential Building Construction,5,13-1161,Market Research Analysts and Marketing Specialists,5340.0,,,31.61,65740.0,18.51,22.44,29.51,36.59,49.87,38500.0,46670.0,61370.0,76100.0,103730.0
99,U.S.,1,US,236100,Residential Building Construction,5,15-1243,Database Architects,30.0,,,51.69,107500.0,37.85,48.13,49.9,56.81,63.66,78740.0,100100.0,103790.0,118160.0,132400.0
99,U.S.,1,US,236100,Residential Building Construction,5,15-2031,Operations Research Analysts,90.0,,,39.17,81470.0,31.49,31.76,37.39,47.59,47.61,65500.0,66050.0,77760.0,99000.0,99030.0
99,U.S.,1,US,236100,Residential Building Construction,5,15-2051,Data Scientists,90.0,,,36.56,76040.0,23.85,25.94,36.27,45.45,47.87,49610.0,53950.0,75450.0,94530.0,99570.0
99,U.S.,1,US,236200,Nonresidential Building Construction,5,13-1161,Market Research Analysts and Marketing Specialists,3380.0,,,38.22,79500.0,22.82,28.54,36.11,45.46,57.35,47470.0,59360.0,75100.0,94560.0,119280.0
99,U.S.,1,US,236200,Nonresidential Building Construction,5,15-1242,Database Administrators,30.0,,,47.04,97840.0,34.83,36.35,41.14,52.5,78.99,72440.0,75600.0,85560.0,109210.0,164300.0
99,U.S.,1,US,236200,Nonresidential Building Construction,5,15-1243,Database Architects,40.0,,,64.73,134640.0,36.35,51.31,60.25,79.56,109.44,75610.0,106730.0,125320.0,165490.0,227620.0
99,U.S.,1,US,236200,Nonresidential Building Construction,5,15-2031,Operations Research Analysts,140.0,,,47.95,99730.0,29.54,35.82,54.63,54.63,54.63,61430.0,74510.0,113620.0,113620.0,113620.0
99,U.S.,1,US,236200,Nonresidential Building Construction,5,15-2051,Data Scientists,120.0,,,55.13,114680.0,34.93,46.98,54.95,62.89,68.83,72660.0,97710.0,114290.0,130810.0,143170.0
99,U.S.,1,US,237000,Heavy and Civil Engineering Construction,5,13-1161,Market Research Analysts and Marketing Specialists,1210.0,,,38.31,79680.0,18.0,24.3,34.59,46.29,63.58,37440.0,50530.0,71950.0,96280.0,132240.0
99,U.S.,1,US,237000,Heavy and Civil Engineering Construction,5,15-1242,Database Administrators,30.0,,,53.09,110420.0,37.98,41.11,45.12,62.92,81.53,79010.0,85500.0,93850.0,130870.0,169580.0
99,U.S.,1,US,237000,Heavy and Civil Engineering Construction,5,15-1243,Database Architects,50.0,,,50.7,105450.0,31.19,36.65,46.51,59.47,70.15,64870.0,76220.0,96730.0,123700.0,145900.0
99,U.S.,1,US,237000,Heavy and Civil Engineering Construction,5,15-2051,Data Scientists,190.0,,,36.51,75940.0,21.63,23.31,32.06,42.72,62.09,44990.0,48480.0,66690.0,88850.0,129140.0
99,U.S.,1,US,237100,Utility System Construction,5,13-1161,Market Research Analysts and Marketing Specialists,480.0,,,40.14,83500.0,21.0,28.29,38.81,46.84,60.96,43680.0,58840.0,80710.0,97430.0,126810.0
99,U.S.,1,US,237100,Utility System Construction,5,15-2051,Data Scientists,150.0,,,33.89,70490.0,21.63,22.5,29.81,39.04,55.04,44990.0,46810.0,62000.0,81200.0,114490.0
99,U.S.,1,US,237130,Power and Communication Line and Related Structures Construction,5,13-1161,Market Research Analysts and Marketing Specialists,340.0,,,41.33,85970.0,23.23,29.84,40.21,46.84,59.85,48310.0,62060.0,83630.0,97420.0,124480.0
99,U.S.,1,US,237130,Power and Communication Line and Related Structures Construction,5,15-2051,Data Scientists,60.0,,,35.26,73350.0,20.78,21.63,25.44,44.75,59.71,43220.0,44990.0,52910.0,93090.0,124190.0
99,U.S.,1,US,237200,Land Subdivision,5,13-1161,Market Research Analysts and Marketing Specialists,340.0,,,36.86,76670.0,16.6,20.63,30.47,44.24,64.9,34520.0,42920.0,63380.0,92020.0,134990.0
99,U.S.,1,US,237300,"Highway, Street, and Bridge Construction",5,13-1161,Market Research Analysts and Marketing Specialists,180.0,,,42.2,87770.0,20.42,25.41,37.62,54.33,65.29,42480.0,52850.0,78240.0,113000.0,135800.0
99,U.S.,1,US,237900,Other Heavy and Civil Engineering Construction,5,13-1161,Market Research Analysts and Marketing Specialists,190.0,,,32.6,67810.0,15.85,24.46,29.89,40.74,48.99,32970.0,50870.0,62170.0,84750.0,101900.0
99,U.S.,1,US,238000,Specialty Trade Contractors,5,13-1161,Market Research Analysts and Marketing Specialists,6740.0,,,29.7,61780.0,16.31,20.69,26.81,36.03,45.54,33920.0,43020.0,55760.0,74950.0,94730.0
99,U.S.,1,US,238000,Specialty Trade Contractors,5,15-1242,Database Administrators,210.0,,,40.07,83350.0,25.68,28.96,38.85,49.52,57.71,53410.0,60240.0,80810.0,103000.0,120030.0
99,U.S.,1,US,238000,Specialty Trade Contractors,5,15-1243,Database Architects,90.0,,,51.72,107570.0,33.53,45.63,49.98,62.72,70.52,69750.0,94910.0,103960.0,130450.0,146680.0
99,U.S.,1,US,238000,Specialty Trade Contractors,5,15-2031,Operations Research Analysts,100.0,,,31.69,65910.0,20.81,20.81,23.07,40.84,53.03,43280.0,43280.0,47980.0,84940.0,110300.0
99,U.S.,1,US,238000,Specialty Trade Contractors,5,15-2051,Data Scientists,220.0,,,41.35,86000.0,24.45,29.28,38.94,48.31,61.53,50860.0,60900.0,80990.0,100480.0,127990.0
99,U.S.,1,US,238100,"Foundation, Structure, and Building Exterior Contractors",5,13-1161,Market Research Analysts and Marketing Specialists,1130.0,,,26.76,55660.0,15.58,18.69,25.67,32.79,38.92,32400.0,38880.0,53380.0,68200.0,80950.0
99,U.S.,1,US,238110,Poured Concrete Foundation and Structure Contractors,5,13-1161,Market Research Analysts and Marketing Specialists,80.0,,,37.55,78100.0,28.92,33.96,35.61,39.5,51.75,60150.0,70640.0,74080.0,82150.0,107630.0
99,U.S.,1,US,238140,Masonry Contractors,5,13-1161,Market Research Analysts and Marketing Specialists,40.0,,,27.0,56160.0,16.3,17.2,21.6,33.94,56.4,33900.0,35770.0,44930.0,70590.0,117300.0
99,U.S.,1,US,238160,Roofing Contractors,5,13-1161,Market Research Analysts and Marketing Specialists,550.0,,,26.58,55290.0,15.81,18.91,25.79,32.58,36.25,32880.0,39330.0,53650.0,67760.0,75400.0
99,U.S.,1,US,238200,Building Equipment Contractors,5,13-1161,Market Research Analysts and Marketing Specialists,3610.0,,,31.31,65130.0,17.31,21.52,28.7,37.44,47.14,36010.0,44760.0,59700.0,77870.0,98060.0
99,U.S.,1,US,238200,Building Equipment Contractors,5,15-1242,Database Administrators,190.0,,,40.93,85130.0,25.87,29.94,40.15,50.79,57.71,53810.0,62270.0,83520.0,105640.0,120030.0
99,U.S.,1,US,238200,Building Equipment Contractors,5,15-1243,Database Architects,90.0,,,52.43,109060.0,36.0,46.07,49.98,62.72,70.52,74870.0,95820.0,103960.0,130450.0,146680.0
99,U.S.,1,US,238200,Building Equipment Contractors,5,15-2031,Operations Research Analysts,100.0,,,31.28,65060.0,20.81,20.81,20.81,36.73,53.05,43280.0,43280.0,43280.0,76390.0,110350.0
99,U.S.,1,US,238200,Building Equipment Contractors,5,15-2051,Data Scientists,170.0,,,40.78,84810.0,24.17,28.2,37.06,48.09,61.53,50280.0,58650.0,77090.0,100030.0,127990.0
99,U.S.,1,US,238210,Electrical Contractors and Other Wiring Installation Contractors,5,13-1161,Market Research Analysts and Marketing Specialists,1410.0,,,33.13,68910.0,17.33,23.42,30.0,40.03,49.41,36050.0,48700.0,62390.0,83260.0,102760.0
99,U.S.,1,US,238210,Electrical Contractors and Other Wiring Installation Contractors,5,15-1242,Database Administrators,140.0,,,41.39,86080.0,25.68,30.57,40.21,49.03,60.32,53420.0,63590.0,83650.0,101990.0,125470.0
99,U.S.,1,US,238210,Electrical Contractors and Other Wiring Installation Contractors,5,15-1243,Database Architects,50.0,,,53.52,111330.0,32.5,44.84,56.21,64.12,70.52,67600.0,93260.0,116910.0,133370.0,146680.0
99,U.S.,1,US,238220,"Plumbing, Heating, and Air-Conditioning Contractors",5,13-1161,Market Research Analysts and Marketing Specialists,2060.0,,,29.84,62070.0,17.13,21.33,27.66,36.35,43.83,35640.0,44360.0,57530.0,75600.0,91160.0
99,U.S.,1,US,238220,"Plumbing, Heating, and Air-Conditioning Contractors",5,15-1242,Database Administrators,30.0,,,43.62,90740.0,25.69,30.2,46.3,57.68,57.71,53440.0,62820.0,96300.0,119980.0,120030.0
99,U.S.,1,US,238220,"Plumbing, Heating, and Air-Conditioning Contractors",5,15-1243,Database Architects,40.0,,,50.87,105810.0,48.33,48.33,49.98,49.98,60.91,100520.0,100520.0,103960.0,103960.0,126700.0
99,U.S.,1,US,238220,"Plumbing, Heating, and Air-Conditioning Contractors",5,15-2051,Data Scientists,80.0,,,38.36,79780.0,24.17,26.44,36.97,46.6,56.79,50270.0,55000.0,76900.0,96920.0,118130.0
99,U.S.,1,US,238290,Other Building Equipment Contractors,5,13-1161,Market Research Analysts and Marketing Specialists,140.0,,,34.58,71930.0,21.34,24.13,28.3,41.86,59.6,44390.0,50180.0,58870.0,87060.0,123960.0
99,U.S.,1,US,238300,Building Finishing Contractors,5,13-1161,Market Research Analysts and Marketing Specialists,1390.0,,,27.01,56180.0,15.58,17.82,23.07,30.85,45.19,32400.0,37060.0,47980.0,64160.0,93990.0
99,U.S.,1,US,238310,Drywall and Insulation Contractors,5,13-1161,Market Research Analysts and Marketing Specialists,160.0,,,34.21,71150.0,22.11,24.9,31.92,38.0,55.28,45990.0,51780.0,66390.0,79040.0,114990.0
99,U.S.,1,US,238320,Painting and Wall Covering Contractors,5,13-1161,Market Research Analysts and Marketing Specialists,180.0,,,30.3,63030.0,14.49,17.81,28.81,40.03,58.19,30150.0,37050.0,59920.0,83260.0,121020.0
99,U.S.,1,US,238900,Other Specialty Trade Contractors,5,13-1161,Market Research Analysts and Marketing Specialists,610.0,,,31.74,66030.0,18.38,21.62,28.39,37.43,52.08,38230.0,44960.0,59040.0,77860.0,108330.0
99,U.S.,1,US,311000,Food Manufacturing,5,13-1161,Market Research Analysts and Marketing Specialists,3500.0,,,37.5,78000.0,19.92,25.68,34.66,47.03,62.26,41440.0,53410.0,72100.0,97820.0,129500.0
99,U.S.,1,US,311000,Food Manufacturing,5,15-1242,Database Administrators,180.0,,,56.0,116480.0,26.72,42.45,53.95,76.37,77.87,55580.0,88290.0,112220.0,158840.0,161970.0
99,U.S.,1,US,311000,Food Manufacturing,5,15-1243,Database Architects,100.0,,,46.22,96140.0,28.38,32.87,40.99,61.3,66.32,59020.0,68370.0,85260.0,127510.0,137940.0
99,U.S.,1,US,311000,Food Manufacturing,5,15-2031,Operations Research Analysts,220.0,,,46.78,97300.0,30.85,36.27,43.51,52.84,67.43,64170.0,75440.0,90510.0,109900.0,140250.0
99,U.S.,1,US,311000,Food Manufacturing,5,15-2051,Data Scientists,380.0,,,51.39,106890.0,27.37,36.62,47.65,64.77,81.72,56930.0,76180.0,99100.0,134720.0,169970.0
99,U.S.,1,US,311100,Animal Food Manufacturing,5,13-1161,Market Research Analysts and Marketing Specialists,310.0,,,42.27,87920.0,24.24,28.69,37.35,51.55,70.0,50430.0,59670.0,77690.0,107220.0,145600.0
99,U.S.,1,US,311200,Grain and Oilseed Milling,5,13-1161,Market Research Analysts and Marketing Specialists,170.0,,,41.08,85440.0,25.0,32.41,38.02,46.63,63.48,51990.0,67420.0,79080.0,96990.0,132040.0
